1,0,Piano 1
1,8,Piano 1w
1,16,Piano 1d
1,126,Piano 2
1,127,Acou Piano1
2,0,Piano 2
2,8,Piano 2w
2,126,Piano 2
2,127,Acou Piano2
3,0,Piano 3
3,1,EG+Rhodes 1
3,2,EG+Rhodes 2
3,8,Piano 3w
3,126,Piano 2
3,127,Acou Piano3
4,0,Honky-tonk
4,8,Old Upright
4,126,Honky-tonk
4,127,Elec Piano1
5,0,E.Piano 1
5,8,St.Soft EP
5,16,FM+SA EP
5,24,60'sE.Piano
5,25,Hard Rhodes
5,26,MellwRhodes
5,126,Piano 1
5,127,Elec Piano2
6,0,E.Piano 2
6,8,Detuned EP2
6,16,St.FM EP
6,24,Hard FM EP
6,126,Piano 2
6,127,Elec Piano3
7,0,Harpsichord
7,8,Coupled Hps
7,16,Harpsi.w
7,24,Harpsi.o
7,126,Piano 2
7,127,Elec Piano4
8,0,Clav.
8,126,E.Piano 1
8,127,Honkytonk
9,0,Celesta
9,126,Detuned EP1
9,127,Elec Org 1
10,0,Glocknspiel
10,126,E.Piano 2
10,127,Elec Org 2
11,0,Music Box
11,126,Steel Gt.
11,127,Elec Org 3
12,0,Vibraphone
12,1,Hard Vibe
12,8,Vib.w
12,126,Steel Gt.
12,127,Elec Org 4
13,0,Marimba
13,8,Marimba w
13,16,Barafon
13,17,Barafon 2
13,24,Log drum
13,126,12-str.Gt
13,127,Pipe Org 1
14,0,Xylophone
14,126,Funk Gt.
14,127,Pipe Org 2
15,0,Tubularbell
15,8,Church Bell
15,9,Carillon
15,126,Muted Gt.
15,127,Pipe Org 3
16,0,Santur
16,1,Santur 2
16,8,Cimbalom
16,126,Slap Bass 1
16,127,Accordion
17,0,Organ 1
17,1,Organ 101
17,8,DetunedOr.1
17,9,Organ 109
17,16,60'sOrgan 1
17,17,60'sOrgan 2
17,18,60'sOrgan 3
17,24,CheeseOrgan
17,32,Organ 4
17,33,Even Bar
17,40,Organ Bass
17,126,Slap Bass 1
17,127,Harpsi 1
18,0,Organ 2
18,1,Organ 201
18,8,DetunedOr.2
18,32,Organ 5
18,126,Slap Bass 1
18,127,Harpsi 2
19,0,Organ 3
19,8,Rotary Org.
19,16,RotaryOrg.S
19,24,RotaryOrg.F
19,126,Slap Bass 1
19,127,Harpsi 3
20,0,ChurchOrg.1
20,8,ChurchOrg.2
20,16,ChurchOrg.3
20,24,Organ Flute
20,32,Trem.Flute
20,126,Slap Bass 2
20,127,Clavi 1
21,0,Reed Organ
21,126,Slap Bass 2
21,127,Clavi 2
22,0,AccordionFr
22,8,AccordionIt
22,126,Slap Bass 2
22,127,Clavi 3
23,0,Harmonica
23,1,Harmonica 2
23,126,Slap Bass 2
23,127,Celesta 1
24,0,Bandoneon
24,126,Fingered Bs
24,127,Celesta 2
25,0,Nylonstr.Gt
25,8,Ukulele
25,16,Nylon Gt.o
25,24,VeloHarmnix
25,32,Nylon Gt.2
25,40,Lequint Gt.
25,126,Fingered Bs
25,127,Syn Brass 1
26,0,Steelstr.Gt
26,8,12-str.Gt
26,9,Nylon+Steel
26,16,Mandolin
26,32,Steel Gt.2
26,126,Picked Bass
26,127,Syn Brass 2
27,0,Jazz Gt.
27,1,Mellow Gt.
27,8,Pedal Steel
